Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Close Friends (Lil Baby & Gunna),Drip Harder,Lil Baby,2018-10-04,USUG11801853,"2,267",30.0,428009373.0,"99,524","11,666,867",65.0,503301861.0,"3,383,825","47,897",7172209.0,"46,571,795","76,955,731",27.0,"47,467",86,4.0,"26,549",7.0,"193,294,414","159,045",,"2,437,123",,0
"0 Sentimientos (Remix) [feat. Baby Rasta, Noriel, Darkiel, Messiah & Lyan]",Chosen Few: New Generation,Boy Wonder CF,2023-11-21,BK4DA2319487,"2,272",30.0,272261201.0,871,"379,289",,,,,,,,2.0,1,,,,,"67,028,949","47,571",,,,0
BEBï¿,BEBï¿,Camilo,2020-11-25,USSD12000562,"2,277",30.0,401104048.0,"42,742","14,190,262",66.0,458776041.0,"3,332,448","1,002,990",85197306.0,"718,042,201","73,445,402",82.0,"26,472",,25.0,"361,819",36.0,"11,215,155","5,479",,"1,090,144",,0
Propuesta Indecente,Caliente! Latino Hitmix 2013,Romeo Santos,2013-01-01,USSD11300197,"2,266",30.0,751508028.0,"76,654","28,891,369",74.0,2243582425.0,"6,525,279","110,257",23003530.0,"240,862,996","361,024,153",46.0,"15,365",8,37.0,"458,762",36.0,,,,"4,633,986",,0
Palhaï¿½ï¿½a (Ao V,Palhaï¿½ï¿½a (Ao Vivo) - Si,Naiara Azevedo,2023-01-12,BX8WE2200062,"2,271",30.0,149801910.0,"10,235","8,902,883",58.0,296057090.0,"899,154",,,,"787,165,088",4.0,"1,846",,24.0,"167,705",9.0,,,,"103,032",,0
Atmosphere,Atmosphere,FISHER,2023-08-11,QZA742318982,"2,278",30.0,105178211.0,"40,300","55,773,870",70.0,329644.0,"6,449","6,091",770581.0,"11,685,263","78,603",33.0,"4,543",358,17.0,"92,002",23.0,"47,299",253,,"582,149",,0
Eid,Eid,Mehmood J,2022-06-24,USANG2274868,"2,273",30.0,10762.0,5,29,4.0,20819326.0,"318,193","3,400,423",19977613.0,"274,491,219",,,8,,,,,,,,"3,103",,0
Money In The Grave (Drake ft. Rick Ross),The Best In The World Pack,Drake,2019-06-15,USCM51900318,"2,275",30.0,970219741.0,"180,650","36,876,067",70.0,243075035.0,"2,053,120","123,248",45510979.0,"371,952,869","35,845,729",,"44,396",184,,,27.0,,,,,,0
BABY NUEVA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364191,"2,283",30.0,118835954.0,"23,373","9,125,370",,29487901.0,"386,863","40,400",4048330.0,"37,952,552",,5.0,954,,,,3.0,"6,977,653","1,304",,"399,333",,0
ýýýýýýýýýý ýýýý ýýýýýý ýýýýýýýý,ýýýýýýýýýý ýýýý ýýýýýý ýýýýýýýý - Single,ýýýýýýýýýý ýýýýýýýý,2022-12-08,DGA082213263,"2,279",30.0,468162.0,114,"21,665",24.0,,,"2,500,000",5971244.0,"183,524,720",,,,,,,,,,,"95,147",,0
Escapate Conmigo,Nacimiento,Wisin,2018-01-19,QZAPG1864732,"2,298",29.9,,,,,1719584760.0,"5,092,330",,,,"190,032,781",,,,,,,,,,,,0
Lighter,Lighter (Extended Mix),Galantis,2024-02-16,USAT22400413,"2,295",29.9,35712909.0,"4,573","31,483,398",5.0,1679600.0,"30,410",,,,"23,503,476",29.0,"49,835",69,31.0,"1,270,197",15.0,"502,092",64,,"271,031",,0
"Halli Naatu (From ""Rrr"")","Halli Naatu (From ""Rrr"") - Single",Rahul Sipligunj,2021-11-10,INS182115577,"2,293",29.9,72962855.0,169,"170,665",,636965758.0,"3,951,628",,,,"85,650,827",,5,,,,,,,,,,0
Happier,ýý (Deluxe),Ed Sheeran,2017-03-03,GBAHS1700028,"2,287",29.9,1322385342.0,"109,373","54,954,226",70.0,696425510.0,"4,649,149","1,289,662",34964865.0,"223,959,183","137,582,931",37.0,"36,265",6,29.0,"310,000",27.0,"170,123,227","113,215",,,,0
Kill Em With Kindness,Revival (Deluxe),Selena Gomez,2015-10-09,USUM71513588,"2,290",29.9,550049388.0,"48,598","14,497,820",56.0,592341655.0,"4,553,103","8,126,848",61193582.0,"489,745,782","193,313,797",53.0,"14,501",4,24.0,"81,398",11.0,"90,462,900","31,645",,"2,766,042",,0
Good Love,Good Love,Hannah Laing,2023-05-12,GBUM72304092,"2,296",29.9,100186243.0,"26,116","36,440,018",70.0,20691770.0,"124,812","10,300",1602940.0,"28,216,441","7,827,526",41.0,"20,568",85,16.0,"329,760",27.0,,,"9,560,987","505,083",,0
Little Girl Gone,Little Girl Gone,CHINCHILLA,2023-04-21,GBGLW2300286,"2,297",29.9,100397677.0,"21,963","13,959,755",68.0,44530380.0,"526,851","855,579",97764564.0,"975,465,555",,6.0,358,12,1.0,"79,184",,"4,469,706","6,951",,,,0
Ella Quiere Beber - Remix,Ella Quiere Beber (Remix),Anuel AA,2018-11-02,QM6P41842818,"2,299",29.9,778846570.0,"66,150","25,410,849",70.0,785898158.0,"2,771,037","24,500",1838702.0,"18,692,923","132,331,823",37.0,"19,681",62,18.0,"279,961",36.0,"184,152,509","23,518",,"1,494,647",,0
Blicky,Blicky,Fresh X Reckless,2023-01-11,TCAGT2316203,"2,292",29.9,19617254.0,"6,378","749,928",40.0,5983105.0,"119,013","2,272,645",310986195.0,"2,956,553,569","2,662,671",1.0,95,969,,,,"286,822","1,533",,,,0
Baby (Lil Baby feat. DaBaby),Baby,Quality Control,2019-07-17,USUG11900748,"2,294",29.9,522143496.0,"111,477","16,214,693",68.0,212806984.0,"1,853,709","55,471",10916015.0,"125,604,010","5,932,267",41.0,197,40,13.0,"67,110",21.0,"265,495,093","180,815",,"1,797,781",,0
Hotel,Hotel,Montell Fish,2022-09-16,QZVBE2200009,"2,291",29.9,296674882.0,"56,660","27,811,906",74.0,38522238.0,"508,119","124,659",58661300.0,"366,838,888","15,453",16.0,"1,045",11,8.0,"210,339",5.0,"2,352,924","3,822","5,655,239","924,914",,0
Mas Altas Que Bajadas,Nata Montana,Natanael Cano,2023-06-30,USWL12301031,"2,288",29.9,157476564.0,"15,069","7,363,178",71.0,140916381.0,"774,193","13,700",8423736.0,"52,545,729",,11.0,2,,1.0,72,5.0,"2,563,987",412,"64,611","213,453",,0
Somewhere Only We Know,Somewhere Only We Know,Gustixa,2022-09-05,QZNWV2251985,"2,286",29.9,53532212.0,"9,646","1,321,681",43.0,98671018.0,"1,371,770","1,952,800",122253971.0,"1,659,044,866",,1.0,110,,,,,"30,026",,,"1,190,146",,0
X1,Little Hair,MC Cabelinho,2021-12-20,QZTVM2103308,"2,285",29.9,185050407.0,"30,221","5,514,940",62.0,389574452.0,"2,043,151","542,800",23727816.0,"249,329,094","23,545,375",10.0,62,,14.0,"367,281",5.0,,,,"198,749",,0
Baby Shark,Pinkfong Bebefinn (Pt. 1),Bebefinn,2022-08-26,QM6P42230294,"2,289",29.9,1731282.0,162,"21,068",31.0,462509288.0,"1,209,603",,3430.0,"172,700",,,3,,,,,,,,"4,206",,0
DISPARA ***,DISPARA ***,Nicki Nicole,2023-05-17,UYB282300010,"2,301",29.8,182184068.0,"23,852","8,214,976",66.0,132049541.0,"854,994",,,,"523,463,948",11.0,"5,313",,22.0,"441,318",12.0,"182,885",107,,"176,341",,0
Burn,Halcyon,Ellie Goulding,2012-01-01,GBUM71303482,"2,306",29.8,784334383.0,"104,998","30,818,474",68.0,1776560692.0,"7,559,025","46,749",17751306.0,"112,921,980","611,194,890",86.0,"119,409",118,48.0,"140,321",29.0,"363,423,596","116,092",,"12,172,997",,0
By Your Side,By Your Side,Rod Wave,2021-11-22,USQX92105590,"2,303",29.8,164804108.0,"40,909","4,353,138",60.0,111437165.0,"932,922","24,901",7795076.0,"50,358,850","212,457,530",20.0,"27,123",168,5.0,"26,308",3.0,"25,392,031","22,335","25,401,080","569,269",,0
Very Sad,Very Sad,Enchan,2022-11-23,SGB502288016,"2,309",29.8,1426122.0,284,"21,377",,1328757.0,"33,856","2,500,896",143257450.0,"2,151,095,470",,,2,,1.0,"98,031",,,,,"314,385",,0
No Te Contaron Mal,No Te Contaron Mal,Christian Nodal,2018-09-07,MXUM71801874,"2,312",29.8,492542256.0,"37,141","12,874,966",68.0,1091852566.0,"3,311,784","22,565",2240493.0,"34,264,578","23,344,667",27.0,"6,829",261,22.0,"858,993",24.0,"62,313,926","27,510",,"1,316,575",,0
When We Were Young,25,Adele,2015-11-20,GBBKS1500217,"2,305",29.8,1284096603.0,"117,365","41,710,598",71.0,1021758621.0,"6,306,795","51,713",51633844.0,"348,333,229","12,378,383",133.0,"6,508",7,36.0,"1,394,780",22.0,"281,756,710","77,682",,"5,077,728",,0
Miracle (Extended),Miracle (with Ellie Goulding) [Remixes],Calvin Harris,2023-06-16,GBARL2300301,"2,314",29.8,57151.0,92,"28,566",14.0,57477.0,"1,150",,,,,,"257,509",,,,,"8,658",,"44,842",,,0
Zapateado Encabronado #3,Nuestra Historia de Voces Ediciï¿½ï¿½n de Oro 25 a,Alacranes Musical,2024-03-22,GBLFP2486472,"2,300",29.8,12495358.0,5,17,,,,,,,,,,,,,,"16,357,353","46,235",,,,0
Ainï¿½ï¿½ï¿½t Tha,One Thing At A Time,Morgan Wallen,2023-03-03,USUG12300807,"2,302",29.8,210072827.0,"30,503","5,318,773",74.0,35281929.0,"221,683","54,106",6277486.0,"92,174,906","91,240,010",8.0,"2,055",,,,2.0,"61,861,012","13,426","3,550,321","172,414",,0
I Am Your Gummy Bear (The Gummy Bear Song),Gummybear Song,Gummibï¿½,2007-01-01,USR3R0700073,"2,307",29.8,104073182.0,"11,904","1,660,833",57.0,3982526341.0,"11,455,880","384,946",83486676.0,"1,565,261,998","54,565,314",4.0,,,2.0,"3,494",3.0,,,"3,120,738","648,232",,0
Do It Again (feat. 2Rare),Do It Again (feat. 2Rare),NLE Choppa,2022-10-07,USWB12205833,"2,313",29.8,155142115.0,"65,297","6,721,980",60.0,54256746.0,"737,762","143,228",121730150.0,"1,073,599,652","840,774",8.0,"1,558",158,5.0,"31,849",12.0,"8,586,595","9,434",,"1,008,825",,0
Te Felicito,"Unas Mï¿½ï¿½as y Otras Prestadas, Vo",Gerardo Coronel,2022-11-11,QZDQH2204268,"2,308",29.8,136999598.0,"2,515","1,614,193",57.0,352276536.0,"848,233",,,,"38,327,211",2.0,"4,630",,,,1.0,,,,"772,708",,0
Funny Song,Funny Song,Bruno Portinho Trilhas para filmes,2023-03-07,SGB502330766,"2,310",29.8,,3,10,2.0,,,"2,200,000",62055632.0,"1,572,668,280",,,,,,,,,,,,,0
The Smallest Man Who Ever Lived,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401041,"2,304",29.8,122986507.0,"2,923","11,950,658",,6094390.0,"70,607",,272700.0,"1,800,000",,25.0,236,,4.0,"2,012,467",49.0,"1,007,443","1,771",,"46,678",,0
Loading,Loading,Central Cee,2020-10-22,ZZOPM2003512,"2,311",29.8,356681497.0,"137,745","8,267,546",65.0,204509339.0,"2,198,210","62,042",21340597.0,"200,676,951","687,625",26.0,"7,138",12,3.0,"7,612",7.0,"439,821","2,081",,"1,028,060",,0
Tek Tek (feat. MHD),Tek Tek (feat. MHD),DYSTINCT,2023-05-11,NL2BN2300036,"2,326",29.7,69208147.0,"30,635","5,622,603",59.0,79305809.0,"522,795","137,811",11380386.0,"226,312,722",,28.0,"12,198",,10.0,"239,446",,"9,782",42,,"1,184,458",,0
Everyday Hustle,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402030,"2,319",29.7,32935844.0,"9,191","3,072,155",,4797753.0,"77,902",,,,,9.0,97,,,,7.0,"662,243",493,,"296,876",,0
Dos Besitos,Dos Besitos,La Joaqui,2022-10-27,ARACN2200010,"2,320",29.7,100335960.0,"18,928","3,742,291",56.0,163408340.0,"634,796","1,050,557",214890689.0,"2,147,808,820","195,644,977",1.0,"2,867",,4.0,"28,838",,"15,137",,,"160,060",,0
Deep Down (feat. Never Dull),Deep Down (feat. Never Dull),Alok,2022-06-17,DEE862200810,"2,318",29.7,335203899.0,"61,133","99,451,251",76.0,22524199.0,"241,700","9,193",17617670.0,"262,461,997","1,754,376,767",92.0,"120,261",95,111.0,"2,069,650",53.0,"1,743,890",872,,"1,795,229",,0
No Me Conoce - Remix,No Me Conoce (Remix),Jhay Cortez,2019-05-17,USUM71908293,"2,322",29.7,1367265268.0,"135,811","46,929,639",75.0,174911891.0,"749,591","103,451",12539244.0,"109,739,416",11,118.0,"23,126",16,45.0,"1,959,690",9.0,"180,776,836","46,279",,"2,785,821",,0
ýýCýýmo Pasýý?,ýýCýýmo Pasýý?,Ela Taubert,2024-02-14,USUM72400711,"2,324",29.7,61288751.0,"3,662","17,901,827",,41942760.0,"443,004",,,,"17,589,313",10.0,"3,666",,15.0,"331,202",15.0,"73,018",166,,"610,292",,0
Freaky Friday (feat. Chris Brown),Freaky Friday (feat. Chris Brown),Lil Dicky,2018-03-15,QMRSZ1800280,"2,321",29.7,670298052.0,"82,446","12,953,022",65.0,822191175.0,"6,783,630","228,686",19209732.0,"160,522,923","258,233,426",,"8,248",6,13.0,"45,931",22.0,"78,879,564","196,937",,,,0
Still Rollin,Still Rollin,Shubh,2023-05-19,QM6P42332209,"2,325",29.7,191465461.0,"18,344","7,425,022",69.0,126428962.0,"1,236,685","211,500",7326210.0,"144,465,879","795,121",21.0,,,1.0,"22,131",12.0,"94,543",158,,"267,764",,0
Safe And Sound,Capital Cities EP,Capital Cities,2012-01-01,USCA21203108,"2,317",29.7,1286089822.0,"256,512","74,267,670",78.0,291434533.0,"3,222,924","226,012",94442871.0,"774,957,680","322,090,946",118.0,"160,290",427,81.0,"172,564",42.0,"362,990,771","400,888",,"21,359,402",,0
Mal Hombre,Mal Hombre,Kim Loaiza,2023-10-25,USWL12302769,"2,323",29.7,28817964.0,"1,104","1,717,958",,99108166.0,"1,733,004","381,005",47403198.0,"450,286,431","51,649,075",1.0,20,,2.0,"60,358",,"177,302",391,,"49,569",,0
Teeth,Teeth,5 Seconds of Summer,2019-08-21,USUG11902528,"2,315",29.7,683247723.0,"103,554","18,582,680",71.0,322965834.0,"5,220,826","252,245",60889240.0,"561,046,941","21,501,456",62.0,"27,799",74,10.0,"551,258",19.0,"56,491,309","60,938","6,558,783","3,637,003",,0
I Took A Pill In Ibiza,The Truth,Mike Posner,2015-06-22,USUM71503636,"2,316",29.7,83366020.0,"17,799","3,474,319",49.0,2000837797.0,"11,310,696","627,579",6349028.0,"29,251,104","217,706,666",18.0,"6,558",423,19.0,"117,547",8.0,"4,297,588","116,907","1,709,698","560,533",,0
Run Free,Run Free,Deep Chills,2017-08-18,NLYK91700007,"2,334",29.6,86943003.0,"17,950","3,630,498",55.0,10003352.0,"110,419","10,476,200",356589615.0,"5,311,932,536",,2.0,109,,5.0,"5,172",,"55,083",,"9,106,321","1,866,241",,0
In The Dark,In the Dark,Purple Disco Machine,2022-01-21,AUDCB1701963,"2,330",29.6,177722624.0,"34,102","6,137,203",59.0,61447086.0,"348,517","7,268",1055159.0,"20,533,718","1,172,517,820",62.0,"276,734",3,32.0,"846,073",32.0,"126,601",136,,"5,644,172",,0
Felina,Felina,WIU,2022-09-22,BXW922200018,"2,331",29.6,227079649.0,"35,385","8,942,936",63.0,199523728.0,"1,291,904","298,000",27867511.0,"299,633,568","30,444,210",18.0,26,,21.0,"258,759",13.0,,,,"252,351",,0
Meet you at the Graveyard,"Clean Sheets, dirty walls",Cleffy,2023-10-06,TCAHM2333379,"2,327",29.6,95871805.0,"21,000","7,441,709",14.0,13445854.0,"223,703","111,800",28044301.0,"187,420,165","128,731",6.0,,,6.0,"53,422",8.0,,,,"1,905,641",,0
Sexy to Someone,Sexy to Someone,Clairo,2024-05-23,USA2P2416224,"2,329",29.6,15290073.0,"2,626","37,148,745",74.0,1148601.0,"33,597",,,,,53.0,"1,091",2,27.0,"2,902,501",108.0,"61,624",50,"30,495","19,920",,0
Se Le Ve,"Se Le Ve (feat. Justin Quiles, Arcangel, De La Ghetto, Lenny Tavï¿½ï¿½rez & Dï¿½ï¿½melo Flow) ",Dï¿½ï¿½melo ,2021-08-12,QM9WM2100063,"2,332",29.6,240138585.0,"43,572","11,285,970",56.0,200632603.0,"1,367,067","1,845,758",267131680.0,"3,307,238,247","67,529,333",34.0,"7,909",,7.0,"33,136",2.0,"1,857,076","1,135","601,959","601,506",,0
Coraï¿½ï¿½ï¿½ï¿½o,Manual de Como Amar Errado,WIU,2022-11-29,BXW922200010,"2,333",29.6,239669425.0,"30,426","7,338,920",63.0,181495900.0,"1,178,870","223,700",26184927.0,"378,296,874","144,121,249",12.0,"3,265",,29.0,"657,656",11.0,,,,"235,905",,0
FEARLESS,FEARLESS,LE SSERAFIM,2022-05-02,USA2P2219222,"2,328",29.6,312942305.0,"20,231","4,756,698",62.0,386459691.0,"4,716,534","107,047",152757714.0,"1,245,609,565","62,900,174",19.0,"2,852",218,3.0,"2,892",19.0,,,,,,0
Let It Go,Let It Go,James Bay,2014-01-01,USUM71405265,"2,338",29.5,1197774081.0,"128,593","56,315,096",65.0,580076338.0,"3,685,849","91,701",14356531.0,"112,554,627","115,081,691",220.0,"43,670",107,71.0,"277,681",18.0,"472,029,142","235,172","37,231,576","9,218,458",,0
Where It Ends,Where It Ends,Bailey Zimmerman,2022-08-19,USWB12202445,"2,343",29.5,178441881.0,"28,857","7,439,902",75.0,24354425.0,"188,213","62,371",17306191.0,"161,742,703","404,410,206",19.0,"123,672",36,10.0,"1,718,435",3.0,"50,809,758","6,473","3,063,287","456,834",,0
drivers license,drivers license,Olivia Rodrigo,2021-01-08,USUG12004750,"2,341",29.5,2184754018.0,"9,903","2,638,527",57.0,,,,,,,51.0,"523,873",,2.0,424,,,,,,,0
Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),Pros Menorzin (feat. DJ Biel do Furduncinho),L7NNON,2022-04-08,BR5TG2200015,"2,340",29.5,86262202.0,"17,907","7,303,868",53.0,17014183.0,"149,189","3,048,900",208928001.0,"2,990,547,999",,10.0,330,2,37.0,"107,890",12.0,,,,"316,099",,0
Carry You Home,Carry You Home,Alex Warren,2024-05-31,USAT22403017,"2,339",29.5,9428361.0,"1,095","21,925,889",71.0,1902586.0,"62,041",,,,,13.0,85,,6.0,"77,312",45.0,"582,602",56,"132,149","57,380",,0
City Boys,Workout Rap 2024,Burna Boy,2022-02-23,USAT22307528,"2,342",29.5,152289860.0,"58,113","19,505,579",69.0,79913960.0,"578,895","620,950",37260289.0,"546,510,983","307,313,090",79.0,"32,815",198,25.0,"983,428",45.0,"5,325,630","1,797","4,253,187","1,398,310",,0
Wellerman - Sea Shanty,Wellerman (Sea Shanty),Nathan Evans,2021-01-21,GBUM72100297,"2,336",29.5,405754991.0,"103,694","5,805,294",66.0,93190559.0,"1,333,319","113,523",28646084.0,"166,376,605","1,114",14.0,"31,997",,1.0,892,8.0,"12,543,789","98,802",,"4,316,684",,0
Every Summertime,Every Summertime,NIKI,2021-08-10,USUM72114018,"2,346",29.5,383171089.0,"60,923","13,164,145",70.0,88319558.0,"994,946","1,733,862",271687291.0,"2,493,175,114","511,367",26.0,"27,116",172,4.0,"7,021",5.0,"165,874",942,,"979,445",,0
MANDA BALA,MANDA BALA,Ariis,2023-12-08,GBLV62301933,"2,344",29.5,63016744.0,"8,387","6,543,410",,13616356.0,"166,299","113,600",31835762.0,"286,003,280","18,132,086",1.0,,,,,,,,"4,440,742","545,233",,0
Walk It Talk It,Culture II,Migos,2018-01-26,USUM71800983,"2,337",29.5,778459270.0,"150,813","29,317,904",67.0,311818843.0,"2,881,524","357,960",114633196.0,"873,289,436","1,020,302",80.0,"23,868",30,30.0,"235,324",23.0,"236,566,237","132,775",,"3,559,532",,0
TQMQA,TQMQA - Single,Eladio Carrion,2023-12-14,QMFMG2300652,"2,335",29.5,42043071.0,"9,916","8,275,134",,55659616.0,"244,536",,,,"1,348,852,534",14.0,"18,208",322,7.0,"12,107,030",4.0,"574,831",122,,"166,487",,0
Face Off,Face Off,Tech N9ne,2021-10-07,USZHR2100088,"2,347",29.5,194908788.0,"58,039","6,855,506",59.0,140886656.0,"3,277,009","1,004,500",614002238.0,"5,338,367,302","277,022,606",4.0,"1,236",121,5.0,"10,634",2.0,"11,414,784","34,887","3,118,191","1,640,152",,0
Otra vez (feat. J Balvin),Motivan2,Zion & Lennox,2016-09-30,USWL11600244,"2,345",29.5,912446776.0,"48,788","18,231,793",67.0,1323533350.0,"3,121,184","70,829",2778349.0,"27,776,697","268,300,868",45.0,54,121,13.0,"15,030",5.0,"171,888,652","33,793",,"2,796,246",,0
BOOKER T,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,2020-11-27,QMFME2066844,"2,351",29.4,403041493.0,"62,435","9,324,189",66.0,452234537.0,"4,763,627","467,766",137827484.0,"1,329,875,404","7,229,929",38.0,630,,35.0,"295,037",9.0,"11,983,033","7,443",,"686,025",,0
Girls Never Die,<ASSEMBLE24>,tripleS,2024-05-08,KRA382402695,"2,352",29.4,8797665.0,769,"17,349,465",67.0,19762635.0,"804,351",,,,,13.0,106,,4.0,"7,100",8.0,,,"40,359","30,149",,0
"24/7, 365","24/7, 365",elijah woods,2023-07-24,QZNWU2345439,"2,359",29.4,91124161.0,"12,758","7,968,409",71.0,31715988.0,"242,939","614,000",19960842.0,"303,931,523",,13.0,"2,410",,,,10.0,"310,794",212,,"382,697",,0
POCPOC,POCPOC,PEDRO SAMPAIO,2023-11-23,BRWMB2301411,"2,360",29.4,137276005.0,"9,079","26,226,576",72.0,73127958.0,"395,431",,494473.0,"8,230,779","474,943,607",21.0,"3,128",,43.0,"4,550,743",32.0,"6,858",,,"118,848",,0
Je M'appelle,Je M'appelle,Benzz,2022-04-21,GBUM72202219,"2,358",29.4,231745345.0,"83,611","6,994,071",65.0,96088327.0,"1,318,047","87,017",32191365.0,"354,699,237","32,996,599",13.0,576,,6.0,"18,881",7.0,"12,900",99,,"1,068,455",,0
Soap,Soap,Melanie Martinez,2015-07-10,USAT21501777,"2,349",29.4,349538935.0,"48,604","10,908,000",67.0,147735161.0,"2,427,913","12,087,056",218008359.0,"2,568,929,437","136,167",25.0,301,,7.0,"31,712",6.0,"40,780,412","43,140",,,,0
Bam Yang Gang,Bam Yang Gang,BIBI,2024-02-13,KRA382401062,"2,357",29.4,33558829.0,"3,403","11,994,440",,61203352.0,"659,950",,1941024.0,"21,319,700","522,211,096",6.0,972,,,,,"13,851",58,,"89,031",,0
Never Forget You,Never Forget You,Zara Larsson,2015-09-10,SEWEE1500801,"2,348",29.4,972089598.0,"98,962","23,627,265",66.0,909147975.0,"6,777,996","117,848",15092890.0,"118,233,698","343,898,888",140.0,"24,012",47,29.0,"226,271",3.0,"424,917,474","158,468",,"7,156,194",,0
Tyler Herro,Tyler Herro,Jack Harlow,2020-10-22,USAT22006588,"2,355",29.4,555631717.0,"127,984","22,280,549",66.0,124710525.0,"1,463,633","31,218",16324267.0,"148,481,502","4,142,863",78.0,"22,583",39,16.0,"9,685",10.0,"71,194,296","12,787",,"1,141,637",,0
"i hate u, i love u (feat. olivia o'brien)","i hate u, i love u (feat. olivia o'brien)",gnash,2016-02-17,USAT21601051,"2,354",29.4,1405772026.0,"122,979","53,743,248",70.0,1018478143.0,"8,878,070","2,081,859",34705627.0,"240,189,266","1,706,874,230",4.0,464,,23.0,"483,769",4.0,,,,,,0
Ophelia,Ophelia,The Lumineers,2016-02-05,USDMG1673802,"2,350",29.4,1274848626.0,"213,943","47,156,566",70.0,267224710.0,"2,081,752","49,941",30833392.0,"234,589,315","5,412,813",86.0,"56,784",195,34.0,"41,816",39.0,"347,987,957","153,704",,"3,480,225",,0
Manos Rotas,Manos Rotas,DELLAFUENTE,2023-11-16,QMFMF2333158,"2,356",29.4,106759874.0,"18,359","8,998,620",71.0,35214805.0,"168,576",,,,"101,018,682",12.0,"5,740",,6.0,"49,793",13.0,,,,"315,849",,0
Ella No Es Tuya - Remix,Ella No Es Tuya (Remix),Rochy RD,2021-02-03,USSD12100003,"2,353",29.4,364856266.0,"76,669","15,412,661",62.0,214069737.0,"2,307,973","1,403,400",122737092.0,"1,045,339,221","11,945,131",57.0,"14,881",16,15.0,"192,642",20.0,"1,572,648","2,206",,"955,292",,0
Satellite,Harry's House,Harry Styles,2022-05-20,USSM12200619,"2,373",29.3,455718141.0,"51,605","21,294,785",70.0,75741997.0,"1,437,701","159,300",64041346.0,"440,110,491","22,853,340",40.0,"85,417",29,33.0,"1,564,725",3.0,"14,752,886","3,113",,"1,138,012",,0
La Santa,YHLQMDLG,Bad Bunny,2020-02-29,QM4TX2030933,"2,361",29.3,915557792.0,"96,498","35,375,775",75.0,372427636.0,"1,612,028","13,000",8552412.0,"69,210,381","36,886,200",86.0,"10,704",,25.0,"403,347",23.0,"86,039,052","13,906",,"1,024,927",,0
Tera Ban Jaunga,Kabir Singh,Akhil Sachdeva,2019-06-14,INS181903758,"2,372",29.3,211095929.0,"15,632","8,831,229",63.0,325655059.0,"2,524,096","5,710,312",5797183.0,"94,600,665","91,612,412",16.0,215,,,,2.0,,,,"299,317",,0
Monï¿½ï¿½y so,Up 2 Mï¿,Yeat,2021-09-10,USLD91734275,"2,368",29.3,378668802.0,"110,916","13,349,294",71.0,46877855.0,"687,841","96,000",82992212.0,"658,699,167","6,350",6.0,43,,,,1.0,"2,408,379","13,688",,"3,103,353",,0
Ranjha Maahi,Ranjha Maahi - Single,Siddhant,2023-01-12,INS172224058,"2,375",29.3,40654.0,75,"45,363",7.0,361176372.0,"4,152,958",,,,"251,709,559",1.0,29,,,,,,,,344,,0
